"user_id","song_id","previous_song","skipped"
10,4247,2708,0
10,3143,4247,0
10,4247,3143,0
10,907,4247,0
10,4247,907,4
10,907,4247,2
11,2923,-1,3
11,1941,2923,2
11,2923,1941,0
11,649,2923,0
11,2923,649,4
11,1941,2923,1
11,2844,1941,2
11,2708,2844,0
11,2844,2708,0
11,1941,2844,0
11,2923,1941,3
11,1941,2923,1
11,2923,1941,0
11,649,2923,1
11,2923,649,3
11,1941,2923,1
11,2923,1941,2
12,4092,-1,3
12,3143,4092,4
12,2708,3143,2
12,2813,2708,0
12,4247,2813,4
12,4013,4247,1
12,1979,4013,3
12,3214,1979,4
12,1083,3214,2
12,2363,1083,0
12,5759,2363,0
12,5495,5759,3
12,5543,5495,0
12,1177,5543,0
12,4104,1177,2
13,2844,-1,1
13,2708,2844,2
13,1941,2708,4
13,907,1941,2
13,3230,907,2
13,4591,3230,0
13,3886,4591,1
13,4326,3886,0
13,1083,4326,0
13,3826,1083,4
13,2923,3826,1
13,390,2923,4
13,4535,390,2
13,2848,4535,0
13,1845,2848,0
13,341,1845,2
13,5466,341,4
13,5056,5466,2
13,2032,5056,0
13,5704,2032,0
14,1152,-1,4
14,2383,1152,2
14,1152,2383,0
14,3627,1152,0
14,4173,3627,0
14,2508,4173,0
14,4247,2508,4
14,2508,4247,0
14,4173,2508,0
14,3627,4173,0
14,1152,3627,0
14,2383,1152,0
14,4370,2383,0
14,1458,4370,0
14,3039,1458,0
14,93,3039,0
14,5477,93,0
14,2240,5477,0
14,4068,2240,0
14,608,4068,0
15,5699,-1,2
15,3446,5699,4
15,3143,3446,4
15,5529,3143,4
15,5675,5529,2
15,129,5675,0
15,4799,129,0
15,4645,4799,4
15,4799,4645,4
15,5289,4799,4
15,129,5289,0
15,2271,129,4
15,240,2271,4
15,5025,240,4
15,5425,5025,4
15,3773,5425,4
15,1263,3773,1
15,5273,1263,4
15,2654,5273,2
15,1284,2654,1
16,1435,-1,0
16,765,1435,0
16,5160,765,0
16,765,5160,2
16,4247,765,1
16,3485,4247,0
16,4247,3485,2
16,2317,4247,4
16,5252,2317,2
16,2631,5252,0
16,3169,2631,0
16,2378,3169,0
16,5784,2378,0
16,4629,5784,0
16,4087,4629,0
16,2495,4087,0
16,5611,2495,0
16,3485,5611,0
16,337,3485,0
16,3485,337,4
17,5675,-1,2
17,5529,5675,4
17,5675,5529,4
17,337,5675,4
17,1029,337,4
17,5030,1029,4
17,321,5030,4
17,5308,321,4
17,1464,5308,4
17,5272,1464,2
17,3480,5272,4
17,903,3480,4
17,5285,903,4
17,2439,5285,4
17,3485,2439,4
17,4349,3485,2
17,5529,4349,4
17,5675,5529,3
17,337,5675,0
17,1029,337,0
18,3950,-1,0
18,3006,3950,0
18,4104,3006,0
18,785,4104,0
18,5759,785,0
18,3485,5759,2
18,46,3485,0
18,3970,46,0
18,5510,3970,0
18,2252,5510,0
18,765,2252,4
18,4825,765,4
18,399,4825,4
18,4647,399,4
18,5185,4647,4
18,2151,5185,2
18,4247,2151,4
18,4013,4247,1
18,1979,4013,0
18,3214,1979,0
19,2577,-1,2
19,4370,2577,1
19,4136,4370,3
19,5505,4136,0
19,1768,5505,0
19,1114,1768,4
19,4047,1114,1
19,5543,4047,4
19,4247,5543,2
19,4104,4247,4
19,5543,4104,4
19,3647,5543,2
19,3143,3647,4
19,3595,3143,2
19,1941,3595,0
19,3786,1941,0
19,321,3786,4
19,3909,321,4
19,3817,3909,1
19,1538,3817,0
20,4043,-1,1
20,2378,4043,0
20,4696,2378,0
20,4087,4696,0
20,3978,4087,0
20,4087,3978,0
20,4696,4087,4
20,4087,4696,4
20,3978,4087,1
20,776,3978,0
20,1543,776,0
20,776,1543,4
20,1543,776,2
20,4745,1543,0
20,4745,4745,2
20,2321,4745,0
20,697,2321,0
20,3584,697,0
20,5501,3584,0
20,2113,5501,1
21,3236,-1,2
21,3407,3236,4
21,1572,3407,2
21,4761,1572,0
21,5519,4761,2
21,4669,5519,2
21,5616,4669,2
21,1768,5616,2
21,1882,1768,0
21,4198,1882,0
21,5644,4198,4
21,4659,5644,2
21,1163,4659,0
21,5124,1163,0
21,4447,5124,0
21,2345,4447,2
21,3705,2345,2
21,3896,3705,0
21,112,3896,0
21,2067,112,0
22,2446,-1,2
22,3143,2446,2
22,5704,3143,4
22,2844,5704,2
22,757,2844,0
22,4726,757,0
22,2325,4726,1
22,5752,2325,4
22,1538,5752,2
22,2882,1538,0
22,4384,2882,2
22,2641,4384,2
22,5106,2641,0
22,1458,5106,4
22,3647,1458,2
22,907,3647,0
22,1843,907,0
22,649,1843,0
22,3595,649,1
22,1025,3595,0
23,4247,-1,2
23,3275,4247,0
23,2708,3275,0
23,3786,2708,0
23,3143,3786,0
23,4104,3143,0
23,3214,4104,0
23,3909,3214,0
23,1029,3909,0
23,1505,1029,0
23,1177,1505,4
23,4092,1177,2
23,321,4092,0
23,4624,321,0
23,5543,4624,0
23,4371,5543,2
23,3478,4371,0
23,2247,3478,0
23,4047,2247,0
23,4908,4047,0
24,1464,-1,0
24,5308,1464,1
24,1464,5308,0
24,5272,1464,1
24,3480,5272,4
24,903,3480,4
24,5285,903,2
24,2439,5285,0
24,3485,2439,0
24,2439,3485,0
24,3485,2439,0
24,4349,3485,0
24,5252,4349,0
24,4349,5252,1
24,3485,4349,0
24,2439,3485,0
24,5285,2439,0
24,903,5285,0
24,3480,903,0
24,5272,3480,0
25,5759,-1,1
25,5495,5759,0
25,5543,5495,2
25,1177,5543,2
25,4104,1177,2
25,321,4104,1
25,5704,321,4
25,2844,5704,2
25,757,2844,0
25,4726,757,2
25,2325,4726,1
25,5752,2325,4
25,1538,5752,0
25,2882,1538,4
25,4384,2882,2
25,2641,4384,4
25,5106,2641,0
25,2641,5106,4
25,5106,2641,1
25,1458,5106,0
26,4247,-1,4
26,2325,4247,4
26,3647,2325,4
26,2641,3647,4
26,1062,2641,4
26,649,1062,4
26,2923,649,2
26,1941,2923,4
26,2844,1941,4
26,2708,2844,4
26,3786,2708,2
26,1843,3786,0
26,1083,1843,0
26,2729,1083,0
26,907,2729,1
26,4384,907,0
26,3817,4384,0
26,4726,3817,0
26,5505,4726,4
26,3423,5505,1
27,3143,-1,4
27,5529,3143,2
27,5675,5529,0
27,337,5675,0
27,1029,337,0
27,5030,1029,0
27,321,5030,1
27,5030,321,0
27,1029,5030,0
27,337,1029,0
27,5675,337,0
27,5529,5675,0
27,3143,5529,4
27,5529,3143,2
27,3143,5529,4
27,5529,3143,4
28,340,-1,0
28,2065,340,0
28,1269,2065,0
28,564,1269,4
28,1163,564,1
28,4624,1163,0
28,3982,4624,0
28,4370,3982,0
28,2317,4370,0
28,2569,2317,4
28,5018,2569,0
28,330,5018,0
28,1543,330,0
28,2360,1543,0
28,3786,2360,0
28,2383,3786,0
28,414,2383,0
28,2100,414,0
28,4136,2100,0
28,2321,4136,0
29,3641,-1,1
29,4136,3641,4
29,4138,4136,2
29,199,4138,0
29,5233,199,1
29,3211,5233,1
29,2295,3211,2
29,4247,2295,2
29,2325,4247,2
29,3647,2325,1
29,2641,3647,0
29,1062,2641,0
29,649,1062,0
29,2923,649,1
29,1941,2923,4
29,2844,1941,1
29,2708,2844,0
29,3786,2708,4
29,1843,3786,2
29,3786,1843,0
30,4690,-1,2
30,4247,4690,4
30,2325,4247,4
30,3647,2325,4
30,2641,3647,2
30,2641,2641,0
30,1062,2641,0
30,649,1062,4
30,2923,649,2
30,1941,2923,4
30,2844,1941,4
30,2708,2844,2
30,3786,2708,2
30,1843,3786,4
30,1083,1843,2
30,2729,1083,4
30,907,2729,1
30,4384,907,0
30,3817,4384,2
30,2,3817,4
31,757,-1,4
31,4726,757,4
31,2325,4726,4
31,5752,2325,4
31,1538,5752,4
31,2882,1538,4
31,4384,2882,4
31,2641,4384,2
31,5106,2641,1
31,1458,5106,1
31,3647,1458,1
31,907,3647,4
31,1843,907,2
31,649,1843,1
31,3595,649,0
31,1025,3595,1
31,5505,1025,0
31,2923,5505,1
31,1062,2923,0
31,4041,1062,1
32,654,-1,4
32,1649,654,4
32,2163,1649,4
32,3326,2163,2
32,5466,3326,0
32,5466,5466,4
32,2501,5466,4
32,5620,2501,4
32,4326,5620,2
32,3230,4326,0
32,1845,3230,0
32,4301,1845,4
32,3848,4301,2
32,390,3848,0
32,341,390,0
32,3737,341,0
32,1747,3737,0
32,3826,1747,4
32,4310,3826,4
32,4535,4310,2
33,4330,-1,4
33,3275,4330,4
33,3909,3275,4
33,4659,3909,4
33,5374,4659,4
33,1401,5374,4
33,3057,1401,4
33,4661,3057,4
33,3378,4661,4
33,2921,3378,4
33,2278,2921,4
33,3491,2278,4
33,3570,3491,4
33,5275,3570,4
33,1000,5275,1
33,5275,1000,0
33,3570,5275,4
34,3647,-1,2
34,2325,3647,0
34,1029,2325,0
34,5704,1029,0
34,3214,5704,4
34,337,3214,1
34,321,337,0
34,2844,321,0
34,2923,2844,0
34,4370,2923,0
34,1083,4370,0
34,4136,1083,0
34,1768,4136,0
34,4136,1768,4
34,1768,4136,4
34,3817,1768,2
34,926,3817,4
34,649,926,4
34,5275,649,4
34,5675,5275,4
35,2813,-1,2
35,1147,2813,2
35,2817,1147,2
35,4126,2817,4
35,1731,4126,0
35,3787,1731,4
35,3960,3787,0
35,3452,3960,2
35,321,3452,2
35,785,321,4
35,2378,785,0
35,3742,2378,0
35,3292,3742,0
35,907,3292,0
35,2333,907,0
35,3883,2333,0
35,3021,3883,0
35,2252,3021,0
35,2777,2252,0
35,5030,2777,2
36,3485,-1,4
36,5285,3485,2
36,903,5285,0
36,3480,903,0
36,5272,3480,0
36,5030,5272,0
36,2439,5030,0
36,337,2439,0
36,321,337,0
36,903,321,0
36,2515,903,0
36,4247,2515,0
36,2515,4247,0
36,3786,2515,0
36,3909,3786,0
36,5275,3909,0
36,5275,5275,0
36,3909,5275,0
36,5275,3909,4
36,3909,5275,4
37,3642,-1,4
37,4041,3642,1
37,4443,4041,0
37,3595,4443,0
37,4127,3595,0
37,2892,4127,0
37,5773,2892,0
37,378,5773,2
37,3230,378,0
37,4047,3230,0
37,1538,4047,0
37,5466,1538,0
37,2611,5466,2
37,37,2611,0
37,5704,37,0
37,1405,5704,0
37,3642,1405,1
37,1078,3642,4
37,3347,1078,0
37,2729,3347,3
38,4247,-1,4
38,2325,4247,4
38,3647,2325,4
38,2641,3647,4
38,1062,2641,4
38,649,1062,4
38,2923,649,4
38,1941,2923,4
38,2844,1941,4
38,2708,2844,4
38,3786,2708,4
38,1843,3786,4
38,1083,1843,4
38,2729,1083,4
38,907,2729,1
38,4384,907,0
38,3817,4384,0
38,4726,3817,4
38,5505,4726,4
38,3423,5505,4
39,2432,-1,0
39,3506,2432,0
39,2432,3506,1
39,3506,2432,0
39,1379,3506,0
39,4289,1379,0
39,4977,4289,0
39,1132,4977,0
39,2713,1132,4
39,1132,2713,4
39,4977,1132,4
39,4289,4977,4
39,1379,4289,4
39,3506,1379,4
39,2432,3506,0
39,1289,2432,0
39,4294,1289,4
39,4582,4294,4
39,503,4582,4
39,5430,503,4
40,1029,-1,2
40,1114,1029,1
40,1595,1114,2
40,3086,1595,4
40,2453,3086,2
40,3267,2453,0
40,4747,3267,0
40,4095,4747,0
40,2656,4095,0
40,4385,2656,0
40,4136,4385,1
40,5285,4136,0
40,5304,5285,0
40,3446,5304,0
40,2439,3446,0
40,1134,2439,2
40,703,1134,1
40,571,703,0
40,2362,571,0
40,4775,2362,0
41,927,-1,2
41,5491,927,1
41,5581,5491,4
41,5667,5581,4
41,1548,5667,2
41,2415,1548,4
41,1546,2415,2
41,3951,1546,4
41,1979,3951,1
41,2089,1979,0
41,1979,2089,0
41,2089,1979,0
41,3452,2089,0
41,660,3452,0
41,3452,660,0
41,660,3452,0
41,5456,660,0
41,1792,5456,0
41,2179,1792,0
41,186,2179,0
42,5778,-1,0
42,1307,5778,0
42,3214,1307,0
42,2592,3214,4
42,4087,2592,0
42,4341,4087,0
42,5495,4341,0
42,608,5495,0
42,1709,608,1
42,2280,1709,0
42,199,2280,1
42,337,199,0
42,1270,337,0
42,7,1270,1
42,776,7,0
42,3275,776,0
42,776,3275,2
42,3275,776,0
42,2508,3275,0
42,1609,2508,0
43,1979,-1,3
43,3214,1979,4
43,1083,3214,0
43,2363,1083,0
43,5759,2363,0
43,5495,5759,0
43,5543,5495,0
43,1177,5543,0
43,4104,1177,0
43,321,4104,0
43,3883,321,0
43,340,3883,0
43,2283,340,0
43,2712,2283,0
43,645,2712,0
43,4371,645,0
43,7,4371,0
43,2252,7,0
43,7,2252,4
43,2252,7,1
44,1941,-1,0
44,2844,1941,2
44,3230,2844,2
44,649,3230,4
44,2708,649,1
44,2892,2708,4
44,1405,2892,4
44,3423,1405,2
44,757,3423,0
44,37,757,2
44,2923,37,4
44,3642,2923,4
44,4289,3642,4
44,2641,4289,4
44,5704,2641,4
44,1538,5704,4
44,1712,1538,4
44,5505,1712,4
44,2729,5505,4
44,907,2729,4
45,2641,-1,2
45,1062,2641,0
45,649,1062,0
45,2923,649,0
45,1941,2923,0
45,2844,1941,0
45,2708,2844,0
45,3786,2708,0
45,1843,3786,0
45,1083,1843,0
45,2729,1083,0
45,907,2729,1
45,3886,907,2
45,2143,3886,1
45,3208,2143,4
45,2685,3208,4
45,4172,2685,4
45,4024,4172,4
45,2434,4024,4
45,4818,2434,2
46,1062,-1,4
46,649,1062,4
46,2923,649,4
46,1941,2923,4
46,2844,1941,2
46,2641,2844,4
46,3230,2641,4
46,1078,3230,4
46,3595,1078,4
46,3642,3595,4
46,3817,3642,4
46,1405,3817,4
46,378,1405,4
46,1712,378,4
46,2892,1712,4
46,5339,2892,4
46,3143,5339,2
46,3423,3143,4
46,3347,3423,2
46,2611,3347,1
47,4533,-1,0
47,5528,4533,0
47,2274,5528,0
47,3883,2274,0
47,3314,3883,0
47,340,3314,0
47,785,340,0
47,36,785,0
47,2544,36,0
47,907,2544,0
47,1949,907,0
47,907,1949,3
47,1949,907,0
47,5510,1949,0
47,3001,5510,0
47,440,3001,0
47,5213,440,0
47,2199,5213,0
47,2660,2199,0
47,4177,2660,4
48,2708,-1,2
48,2813,2708,0
48,4247,2813,4
48,4013,4247,4
48,1979,4013,3
48,3214,1979,4
48,1083,3214,4
48,2363,1083,4
48,5759,2363,4
48,5495,5759,4
48,5543,5495,4
48,1177,5543,2
48,4104,1177,0
48,321,4104,0
48,3883,321,0
48,321,3883,4
48,3883,321,4
48,340,3883,4
49,2415,-1,2
49,1546,2415,4
49,3951,1546,4
49,1979,3951,4
49,2089,1979,4
49,3452,2089,4
49,660,3452,4
49,5456,660,4
49,1792,5456,4
49,2179,1792,4
49,186,2179,4
49,2199,186,4
49,402,2199,4
49,2577,402,1
49,3919,2577,0
49,5682,3919,0
49,1384,5682,0
49,2567,1384,4
49,1233,2567,2
49,4418,1233,2
50,4247,-1,4
50,1941,4247,4
50,3898,1941,1
50,321,3898,4
50,5308,321,4
50,1464,5308,4
50,5272,1464,2
50,3480,5272,2
50,1160,3480,4
50,5219,1160,4
50,560,5219,4
50,3365,560,4
50,5301,3365,1
50,3591,5301,4
50,4611,3591,4
50,3630,4611,4
50,2182,3630,2
50,3786,2182,4
50,830,3786,4
50,4456,830,4
51,5505,-1,2
51,4247,5505,4
51,2325,4247,4
51,3647,2325,4
51,2641,3647,1
51,1062,2641,1
51,649,1062,1
51,2923,649,4
51,1941,2923,4
51,2844,1941,4
51,2708,2844,4
51,1843,2708,2
51,2708,1843,0
51,2844,2708,0
51,1941,2844,0
51,2923,1941,0
51,649,2923,2
51,2923,649,4
51,1941,2923,4
51,2844,1941,4
52,2325,-1,2
52,3265,2325,0
52,2777,3265,0
52,1458,2777,0
52,3452,1458,0
52,4686,3452,0
52,2708,4686,4
52,4686,2708,4
52,3452,4686,4
52,1458,3452,4
52,2777,1458,4
52,3265,2777,4
52,2325,3265,4
52,2095,2325,4
52,3021,2095,4
52,1062,3021,4
52,1083,1062,4
52,321,1083,4
52,4196,321,4
52,102,4196,4
53,3102,-1,2
53,3332,3102,0
53,4726,3332,1
53,812,4726,4
53,965,812,2
53,4247,965,1
53,2325,4247,0
53,3647,2325,0
53,2641,3647,1
53,1062,2641,2
53,649,1062,1
53,2923,649,2
53,399,2923,1
53,3001,399,1
53,4013,3001,0
53,3006,4013,0
53,2569,3006,4
53,5058,2569,4
53,2199,5058,2
53,4647,2199,0
54,4100,-1,1
54,590,4100,4
54,3227,590,2
54,3120,3227,2
54,3704,3120,0
54,2611,3704,0
54,1927,2611,0
54,2616,1927,1
54,524,2616,2
54,3229,524,2
54,3728,3229,1
54,3125,3728,1
54,193,3125,2
54,1569,193,1
54,5432,1569,0
54,329,5432,0
54,5432,329,0
54,1569,5432,2
54,5432,1569,0
54,329,5432,2
55,2946,-1,2
55,2946,2946,2
55,1968,2946,1
55,1968,1968,4
55,2946,1968,4
55,4867,2946,4
55,2729,4867,4
55,2641,2729,4
55,145,2641,4
55,2378,145,4
55,5543,2378,2
55,2641,5543,4
55,145,2641,4
55,2378,145,4
55,5543,2378,4
55,3446,5543,4
55,3143,3446,4
55,5529,3143,1
55,5675,5529,0
55,337,5675,0
56,4240,-1,4
56,2829,4240,4
56,907,2829,4
56,464,907,2
56,2143,464,2
56,499,2143,4
56,4110,499,1
56,4017,4110,0
56,3886,4017,0
56,2434,3886,0
56,3848,2434,0
56,2685,3848,0
56,5672,2685,0
56,258,5672,0
56,2963,258,0
56,4281,2963,0
56,4707,4281,0
56,3208,4707,0
56,4240,3208,0
56,2829,4240,0
57,5285,-1,4
57,2439,5285,4
57,3485,2439,2
57,2439,3485,0
57,5285,2439,0
57,903,5285,0
57,3480,903,0
57,5272,3480,0
57,1464,5272,0
57,5308,1464,4
57,1464,5308,2
57,5308,1464,0
57,321,5308,0
57,5030,321,1
57,1029,5030,0
57,337,1029,0
57,5675,337,0
57,5529,5675,0
57,3143,5529,4
57,5529,3143,4
58,299,-1,2
58,299,299,2
58,4289,299,2
58,1000,4289,0
58,1000,1000,4
58,4289,1000,4
58,3452,4289,3
58,2069,3452,4
58,1419,2069,4
58,3523,1419,1
58,4247,3523,1
58,2179,4247,0
58,4371,2179,4
58,2363,4371,4
58,1177,2363,4
58,2708,1177,4
58,2283,2708,4
58,3214,2283,4
58,3909,3214,2
58,3786,3909,2
59,3143,-1,4
59,608,3143,2
59,2719,608,0
59,3275,2719,0
59,1458,3275,0
59,2882,1458,0
59,4104,2882,0
59,3214,4104,0
59,5543,3214,0
59,4047,5543,0
59,1970,4047,0
59,1941,1970,0
59,3111,1941,0
59,2333,3111,0
59,4828,2333,0
59,5777,4828,0
59,775,5777,0
59,3909,775,0
59,3294,3909,0
59,4812,3294,0
60,3750,-1,0
60,3750,3750,0
60,4247,3750,3
60,2325,4247,0
60,3647,2325,0
60,2641,3647,0
60,1062,2641,0
60,649,1062,0
60,2923,649,0
60,1941,2923,0
60,2844,1941,0
60,1941,2844,4
60,2844,1941,4
60,2708,2844,2
60,3786,2708,1
60,1843,3786,1
60,1083,1843,2
60,2729,1083,0
60,907,2729,4
60,4384,907,2
61,1949,-1,0
61,337,1949,0
61,4359,337,1
61,827,4359,4
61,3163,827,4
61,4624,3163,4
61,2333,4624,4
61,2664,2333,1
61,4923,2664,0
61,3742,4923,2
61,2708,3742,4
61,2283,2708,1
61,3214,2283,4
61,3909,3214,2
61,3786,3909,0
61,1029,3786,0
61,1505,1029,0
61,5543,1505,4
61,4908,5543,4
61,5759,4908,4
62,4247,-1,4
62,1941,4247,2
62,3143,1941,0
62,3485,3143,4
62,4136,3485,4
62,3214,4136,2
62,5675,3214,0
62,321,5675,0
62,5529,321,4
62,337,5529,4
62,3446,337,4
62,3143,3446,2
62,4047,3143,4
62,2333,4047,3
62,930,2333,4
62,2495,930,2
62,2543,2495,4
62,1727,2543,1
62,2543,1727,0
62,3389,2543,0
63,3786,-1,2
63,1000,3786,4
63,414,1000,2
63,2113,414,0
63,776,2113,0
63,2113,776,4
63,776,2113,4
63,3909,776,2
63,5153,3909,4
63,307,5153,2
63,4696,307,2
63,3786,4696,4
63,1000,3786,4
63,414,1000,4
63,2113,414,4
63,776,2113,2
63,3909,776,4
63,5153,3909,2
63,307,5153,4
63,3275,307,4
64,4247,-1,4
64,1941,4247,0
64,3898,1941,0
64,2426,3898,0
64,708,2426,2
64,3446,708,4
64,3143,3446,2
64,5529,3143,0
64,5675,5529,0
64,337,5675,0
64,1029,337,4
64,5030,1029,4
64,321,5030,4
64,5308,321,4
64,1464,5308,4
64,5272,1464,2
64,3480,5272,0
64,903,3480,0
64,5285,903,0
64,2439,5285,0
65,5030,-1,0
65,5030,5030,0
65,5030,5030,0
65,5030,5030,0
65,321,5030,2
65,5308,321,0
65,1464,5308,0
65,5272,1464,1
65,1307,5272,0
65,5477,1307,0
65,5018,5477,4
65,4068,5018,2
65,4370,4068,4
65,2508,4370,0
65,3332,2508,0
65,83,3332,1
65,5477,83,2
65,3767,5477,1
65,1726,3767,1
65,5105,1726,0
66,4092,-1,4
66,7,4092,4
66,4247,7,4
66,3275,4247,4
66,3358,3275,4
66,1980,3358,4
66,1394,1980,4
66,3485,1394,4
66,5747,3485,4
66,3395,5747,2
66,4273,3395,0
66,3395,4273,0
66,5747,3395,0
66,3485,5747,0
66,1394,3485,0
66,1980,1394,0
66,3358,1980,0
66,3275,3358,0
66,4247,3275,0
66,7,4247,0
67,3595,-1,2
67,4127,3595,0
67,2892,4127,0
67,5773,2892,0
67,2892,5773,2
67,5773,2892,1
67,378,5773,1
67,3230,378,0
67,4047,3230,0
67,1538,4047,0
67,5466,1538,1
67,2611,5466,0
67,2015,2611,2
67,1078,2015,4
67,3347,1078,1
67,1078,3347,4
67,3347,1078,0
67,1078,3347,2
67,2892,1078,2
67,5773,2892,2
68,1458,-1,0
68,1083,1458,0
68,1543,1083,4
68,827,1543,0
68,163,827,0
68,4491,163,0
68,5213,4491,1
68,785,5213,0
68,2378,785,0
68,3742,2378,0
68,3292,3742,0
68,907,3292,0
68,2333,907,4
68,3883,2333,4
68,3021,3883,2
68,2252,3021,0
69,1543,-1,0
69,4128,1543,0
69,4191,4128,0
69,3001,4191,0
69,5477,3001,0
69,5124,5477,0
69,2100,5124,4
69,2908,2100,2
69,2321,2908,0
69,5588,2321,0
69,5644,5588,0
69,4880,5644,0
69,5423,4880,4
69,938,5423,2
69,540,938,0
69,1445,540,0
69,1177,1445,0
69,5777,1177,0
69,2317,5777,0
69,2247,2317,0
70,1152,-1,1
70,4659,1152,0
70,5616,4659,0
70,2975,5616,0
70,637,2975,4
70,5714,637,4
70,926,5714,1
70,330,926,4
70,926,330,2
70,2360,926,0
70,926,2360,0
70,2975,926,4
70,3432,2975,1
70,4031,3432,1
70,330,4031,0
70,330,330,0
70,330,330,0
70,330,330,0
70,330,330,0
70,926,330,0
71,4330,-1,2
71,2540,4330,0
71,1163,2540,0
71,1401,1163,0
71,1000,1401,0
71,4659,1000,0
71,5124,4659,0
71,5644,5124,0
71,5275,5644,0
71,1768,5275,0
71,3275,1768,4
71,1768,3275,4
71,5275,1768,4
71,5644,5275,4
71,5124,5644,4
72,3362,-1,2
72,5704,3362,4
72,2844,5704,4
72,757,2844,4
72,4726,757,4
72,2325,4726,4
72,5752,2325,4
72,1538,5752,4
72,2882,1538,4
72,4384,2882,4
72,2641,4384,4
72,5106,2641,4
72,1458,5106,4
72,3647,1458,2
72,907,3647,0
72,1843,907,0
72,649,1843,4
72,3595,649,4
72,1025,3595,4
72,5505,1025,0
73,364,-1,2
73,1002,364,2
73,2137,1002,2
73,3886,2137,2
73,5466,3886,0
73,2501,5466,0
73,5620,2501,0
73,4326,5620,4
73,3230,4326,2
73,1845,3230,2
73,4301,1845,1
73,3848,4301,1
73,390,3848,2
73,341,390,1
73,3737,341,2
73,1747,3737,1
73,3826,1747,0
73,4310,3826,0
73,4535,4310,1
73,5137,4535,0
74,2283,-1,4
74,3214,2283,4
74,3909,3214,4
74,3786,3909,4
74,1029,3786,2
74,3786,1029,0
74,3909,3786,0
74,3214,3909,0
74,2283,3214,0
74,1177,2283,0
74,2363,1177,0
74,4371,2363,0
74,4092,4371,0
74,2179,4092,0
74,4104,2179,0
74,3143,4104,0
74,3275,3143,0
74,4686,3275,0
